Job_Title,Skill,Company,Company_Industry,No_of_Reviews,No_of_Stars,Date_Since_Posted,Location,Company_Employees
Data Analyst,Microsoft Office,Housing Works,Organization,133,3.900000095,30,NY,
Data Analyst,,Comprehensive Healthcare,Health Care,18,4.199999809,19,WA,"Less than 10,000"
Data Analyst (Clinical Analytics),Epic| Medical Terminology| Data Analysis,Stormont-Vail Healthcare,Health Care,62,4.099999905,8,KS,"Less than 10,000"
Data Analyst (Energy),Microsoft SQL Server| Excel| SQL,Penn State University,Education and Schools,732,4.400000095,30,PA,"Less than 10,000"
Data Analyst,SAS| SQL| Microsoft Access,Bassett Healthcare,Health Care,56,3.400000095,30,NY,
"Data Analyst, Consultant",SharePoint| Visual Studio| Microsoft SQL Server| Time Management| SQL| Microsoft Office,Fiserv,Banks and Financial Services,1666,3.5,7,NY,
Research/Data Analyst,Statistical Software| Microsoft Powerpoint| R| SAS| Microsoft Office| Tableau| SPSS,Holleran Consulting,,5,3.400000095,2,PA,
Vendor Master Data Analyst,Microsoft Office| Excel,Nestle USA,Consumer Goods and Services,1113,3.700000048,1,OH,"10,000+"
Data Analyst,Data Analysis| R| Python,Payfone,,,,29,CO,
DOCM DATA ANALYST D,JavaScript| Data Mining| XML| SAS| SQL| SPSS,University of Pennsylvania,Education and Schools,722,4.199999809,4,PA,"10,000+"
Revenue Cycle Data Analyst (Baltimore),Microsoft Powerpoint| Visio| Data Analysis| Microsoft Office,Concerted Care Group,,3,1.700000048,8,MD,
Data Analyst,Data Mining| Microsoft Powerpoint| Google Analytics| R| SAS| SQL| Tableau| STATA,KingsIsle Entertainment,Internet and Software,10,3.099999905,30,TX,
Data Analyst,Power BI| R| SQL| Microsoft Access| SPSS,Community Reach Center,,30,3.700000048,30,CO,
"Business Data Analyst - Houston, TX - 20181019",,,,,,,,
Data Analyst,Microsoft Powerpoint| Marketing| SAS| SQL| Microsoft Office| Tableau| Multichannel Marketing,The Boston Globe,,34,3.599999905,30,MA,
Data Analyst - Magento Business Intelligence,MongoDB| Quantitative Analysis| Analysis Skills| Google Analytics| PostgreSQL| Data Analysis| Magento,Adobe,Internet and Software,484,4.300000191,16,TX,"10,000+"
Master Data Analyst,Microsoft Office,Volvo Group,Auto,2015,4.099999905,11,PA,"10,000+"
Master Data Analyst,Microsoft Office,Volvo Group,Auto,2015,4.099999905,11,PA,"10,000+"
Cards & Payments Data Analyst,Microsoft SQL Server| Data Mining| Microsoft Powerpoint| R| Oracle| SAS| SQL| Excel| Sybase| Microsoft Access| STATA| SPSS,First Tech Federal Credit Union,Banks and Financial Services,72,3.200000048,5,OR,
Healthcare Data Analyst I,SAS| SQL| Microsoft Office| Excel| Microsoft Access,UNITE HERE HEALTH,,9,3.900000095,30,NV,
Data Analyst,Data Warehouse| SQL,Harley-Davidson,Auto,1169,3.799999952,30,OH,"Less than 10,000"
Data Analyst,Python| SQL| AWS,2DA Analytics,,,,30,TX,
Aircraft Data Analyst,JavaScript| Confluence| Time Management| Software Development| Visual Basic| Jira| Aviation Experience,ForeFlight,,2,3.5,8,TX,
IMPACT DATA ANALYST,Power BI| SAS| Tableau| Predictive Analytics| SPSS| Data Analysis,Care.org,,,,21,GA,
ASSISTANT MASTER DATA ANALYST,Accounting| ERP Systems| Microsoft Powerpoint| SAP| Microsoft Office,Tory Burch,,237,3.700000048,30,NJ,
Dental Products Data Analyst,Data Mining| Visual Basic| SQL| Microsoft Access,GEHA,Insurance,56,3.900000095,15,MO,"Less than 10,000"
Data Analyst,Data Mining| Microsoft Powerpoint| SPSS| SAS| SQL| Tableau,Buxton,Consulting and Business Services,16,2.900000095,30,TX,"Less than 10,000"
"Analyst, Data Analytics",Microsoft Powerpoint| Python| SQL| Excel,"CMI Media and Compas, Inc.",Consulting and Business Services,7,3.599999905,30,NJ,"Less than 10,000"
Data Analyst,R| Statisical Analysis| SAS,Emory University,Education and Schools,580,4.099999905,30,GA,
Media Data Analyst,Microsoft Powerpoint| Excel| SQL| HTML5,Hylink Group,,,,30,CA,
Marketing Data Analyst,,alliantgroup,Consulting and Business Services,43,2.5,11,TX,"Less than 10,000"
"Data Analyst, Energy Evaluation",Microsoft Powerpoint| SQL| Microsoft Office,National Grid,,575,3.900000095,5,MA,
Data Analyst,Data Mining| Time Management| Microsoft Powerpoint| Hadoop| R| Statisical Analysis| SAS| SQL| Microsoft Office| Big Data| Python,Epsilon,,259,3.400000095,30,USA,
Healthcare Data Analyst I,SAS| SQL| Microsoft Office| Excel| Microsoft Access,Culinary Health Center,,9,3.900000095,30,NV,
"Tableau Data Analyst, Data Analytics",Data Mining,Lincoln Financial Group,Insurance,735,3.799999952,29,NC,"Less than 10,000"
Data Analyst-Revenue,SQL| Tableau| Microsoft Access| Analysis Skills,The Vancouver Clinic,Health Care,79,2.900000095,30,WA,"Less than 10,000"
Medication Utilization Data Analyst,JavaScript| Data Analysis| CSS| Excel| HTML5| SQL,University of Virginia Health System,Health Care,84,3.599999905,4,VA,"Less than 10,000"
Data Analyst,Salesforce CRM| Data Analysis,Cancer Treatment Centers of America,Health Care,309,3.799999952,26,AZ,"Less than 10,000"
CMMS Data Analyst,Microsoft Office,Inframark,Energy and Utilities,17,2.700000048,13,PA,"Less than 10,000"
DATA ANALYST,,Jamul Casino,,,,30,CA,
Data Analyst,SQL| Tableau,ipsy,,4,4,30,CA,
Data Analyst,Excel,"Medifast, Inc",Consumer Goods and Services,85,3.5,30,MD,"Less than 10,000"
Senior Data Analyst-Marketing,,Kaiser Permanente,Health Care,8164,4.199999809,30,CA,"10,000+"
Data Analyst/Merchandising & Training,Microsoft Powerpoint| Microsoft Office| Tableau,American Merchandising Specialists,,18,3.299999952,5,NJ,
Data Analyst,Data Warehouse| R| SAS| Python| SQL| Excel,Success Academy Charter Schools,Education and Schools,91,2.599999905,30,NY,"Less than 10,000"
SENIOR DATA ANALYST,Microsoft Powerpoint| Power BI| Excel,Compass Group USA,,3476,3.400000095,1,TX,
"Data Analyst, Key Accounts",Quantitative Analysis| Data Mining| R| SQL| MATLAB| Python,Snap Inc.,,5,3.799999952,30,CA,
Clinical Data Analyst - PHS,ICD-10| SQL| Microsoft Office,NYSTEC,,4,4.300000191,13,NY,
Data Analyst II,Data Warehouse| Data Analysis| SQL| Microsoft Access,Centene,InsuranceHealth Care,1134,3.299999952,23,CA,"Less than 10,000"
Meta Data Analyst,,,,,,,,
Data Analyst,SQL,Webster Bank,Banks and Financial Services,260,3.400000095,11,CT,"Less than 10,000"
Data Analyst,Data Mining| Microsoft Powerpoint| SPSS| SAS| SQL| Tableau,Buxton,Consulting and Business Services,16,2.900000095,30,TX,"Less than 10,000"
Data Analyst II,Data Analysis| SQL| Microsoft Access,Centene,InsuranceHealth Care,,,28,FL,"Less than 10,000"
Marketing Data Analyst,Microsoft Powerpoint| Conversion Optimization| Marketing| Excel| Microsoft Office,John Clements,,,,14,CA,
2019 Summer Intern Program - Data Analyst Intern,Microsoft Powerpoint| R| SAS| SQL,Epsilon,,259,3.400000095,15,GA,
Data Analyst,Microsoft Powerpoint| Microsoft Office,ANB Bank,Banks and Financial Services,41,3.5,30,CO,
Regional e-Data Analyst,Excel,L'OREAL USA,Consumer Goods and Services,899,3.799999952,15,OH,"10,000+"
Bibliographic Data Analyst- #02934,Integrated Library System| Time Management| SQL,Association of Universities for Research in Astronomy,,2,5,7,MD,
Survey Data Analyst,Microsoft Powerpoint| SPSS| Visual Basic| Python| Excel| SQL,"Sullivan, Cotter and Associates, Inc.",,,,30,IL,
QA Production Data Analyst,Microsoft SQL Server| Time Management| Scripting| Microsoft Office| SQL| Microsoft Access| Data Analysis| Shell Scripting,MetroPlus Health Plan,,108,3.299999952,14,NY,
Data Analyst,Microsoft SQL Server| SQL| Microsoft Access| REST,Alegeus Technologies,,14,3.099999905,28,MA,
Data Analyst,Pig| Hive| Machine Learning| R| SQL| SPSS| MATLAB| Data Mining| SAS| Python,Primus Builders Inc.,,,,30,NC,
Data Analyst 3,Data Mining,Penn State University,Education and Schools,732,4.400000095,30,PA,"Less than 10,000"
Data Analyst II,Microsoft SQL Server| XML| Oracle| SQL| Microsoft Word,Medical Transportation Management (MTM),Health Care,250,3.200000048,7,MD,"Less than 10,000"
Data Analyst,Salesforce CRM| Data Mining| Data Warehouse| Microsoft Powerpoint| Microsoft Office,National Financial Partners,Insurance,72,3.799999952,30,TX,"Less than 10,000"
Data Analyst - Client Site,Excel| Microsoft Office| Tableau,Fragomen,Consulting and Business Services,113,3.299999952,5,CA,"Less than 10,000"
Data Analyst,SAS| SQL,Fresenius Medical Care,Health Care,3205,3.599999905,11,TX,"10,000+"
"Data Analyst, Front End Claims",Microsoft Powerpoint| SQL| Windows| Managed Care,Evolent Health,Health Care,90,3.700000048,11,KY,"Less than 10,000"
Data Analyst,JavaScript| Microsoft Powerpoint| SQL| HTML5| Excel| Python,Renewable Energy Systems Ltd.,,2,3,29,USA,
Advanced Data Analyst I,Microsoft Word| Time Management| Microsoft Powerpoint| SPSS| R| SAS| SQL,Hawaii Medical Service Association,Health Care,42,3.400000095,30,HI,"Less than 10,000"
Data Wrangler (aka Data Analyst),R| SAS| SQL| Tableau,St. Jude Children's Research Hospital,Health Care,265,4.5,30,TN,"Less than 10,000"
Data Analyst,Excel| Microsoft Office| Microsoft Access,"Child Care Resource Center – Chatsworth, CA",,,,30,CA,
Survey Data Analyst,Microsoft Powerpoint| SPSS| Visual Basic| Python| Excel| SQL,"Sullivan, Cotter and Associates, Inc.",,,,30,MN,
DATA ANALYST - IHC,Statistical Software| Microsoft Powerpoint| Microsoft Office,Aultman Health Foundation,,21,3.700000048,30,OH,
Space Planning Data Analyst,Data Mining| Microsoft Powerpoint| Power BI| Statisical Analysis| Microsoft Office| Tableau,University of Minnesota,Education and Schools,930,4.199999809,11,MN,
Data Analyst,Data Mining| R| SQL| Python,NYC Careers,Government,,,30,NY,
Planning Data Analyst 1,ERP Systems| Oracle| SQL| Excel| Microsoft Office| Microsoft Access| Analysis Skills,D&K Engineering,,16,3.799999952,8,CA,
Data Analyst Intern Summer 2019,Bilingual| Microsoft Powerpoint| R| SAS| SQL| Microsoft Office| Java| STATA| Python,Axos Bank,,,,28,CA,
Data Analyst,,Churchill Mortgage Corp,,,,30,TN,
Business/Data Analyst,Time Management| Microsoft Powerpoint| Microsoft Office,Dexperts,,,,22,TX,
"Associate Analyst, Data Analytics",Microsoft Powerpoint| Excel,"CMI Media and Compas, Inc.",Consulting and Business Services,7,3.599999905,30,PA,"Less than 10,000"
Data Analyst,Microsoft SQL Server| Data Warehouse| Crystal Reports| SQL,NSD,,9,3,30,VA,
Data Analyst,Visual Basic| Microsoft Office| SQL| HTML5| Microsoft Access,Primerica,Insurance,2664,4.199999809,30,GA,"Less than 10,000"
Data Analyst - HEDIS-QARR Analyst,SAS| Managed Care| Microsoft Access,EmblemHealth,Insurance,517,3.599999905,30,NY,"Less than 10,000"
Data Analyst II,Data Warehouse| Data Analysis| Audits| SQL| Microsoft Access,Centene,InsuranceHealth Care,1134,3.299999952,21,MO,"Less than 10,000"
Data Analyst,Business Intelligence| Microsoft SQL Server| QlikView| Business Analysis| SQL| Tableau,Health Care District of Palm Beach County,Health Care,25,4.099999905,25,FL,"Less than 10,000"
"Data Analyst, Consultant",SharePoint| Visual Studio| Microsoft SQL Server| Time Management| SQL| Microsoft Office,Fiserv,Banks and Financial Services,1666,3.5,6,NY,
Data Analyst Planning,HTML5| CPT Coding| SQL| Microsoft Access| ICD-9,Baystate Health,Health Care,331,3.900000095,30,MA,
Data Analyst - 258,Data Mining,"AccessCNY, INC",,,,30,NY,
Healthcare Data Analyst,Microsoft SQL Server| Microsoft Powerpoint| Crystal Reports| Excel| SQL| Tableau| Microsoft Access,Emerson Hospital,Health Care,87,3.900000095,6,MA,
Program Operations Data Analyst,Analysis Skills| Oracle| Quantitative Research| Excel,The International Fund for Animal Welfare,,9,4,1,MA,
DATA ANALYST,Power BI| R| SAS| SQL| Excel| Tableau,Compass Group USA,,3476,3.400000095,24,NC,
Data Analyst 2,Data Mining| Data Analysis,Stanford University,Education and Schools,530,4.300000191,18,CA,"Less than 10,000"
Data Analyst,Microsoft SQL Server| Oracle| Crystal Reports| SQL| Tableau,University of Massachusetts Medical School,Education and Schools,689,4.199999809,30,MA,
Data Analyst III,,Acquisition Life Cycle Management,,5,5,26,GA,
"Project and Data Analyst, Global Security and Resilience Ser...",JavaScript| Data Analysis| SQL,Google,Internet and Software,2641,4.300000191,30,CA,"10,000+"
"Data Analyst, Consultant",Microsoft Powerpoint| Microsoft Access,Fiserv,Banks and Financial Services,1666,3.5,6,WI,
DATA ANALYST - IHC,Statistical Software| Microsoft Powerpoint| Microsoft Office,Aultman Hospital,Health Care,127,3.799999952,30,OH,"Less than 10,000"
Data Analyst,Data Mining,AUTHENTIX INC,,,,30,TX,
Data Analyst,Design Patterns| Data Analysis| SQL,Flair IT Solutions,,,,26,MI,
Quality Improvement Data Analyst - Inpatient Medicine,,Boston Children's Hospital,Organization,377,4.199999809,6,MA,"Less than 10,000"
Index Data Analyst,Time Management,London Stock Exchange Group,,14,4.099999905,30,NY,
"Data Analyst, GIS Technician",ArcGIS| Microsoft Word| Data Analysis| GIS| Microsoft Office| Excel| Microsoft Access| Windows,Wood,Agriculture and Extraction,944,4,30,CO,
ETL Data Analyst,Microsoft SQL Server| Scripting| Marketing| Oracle| SQL| Teradata| Email Marketing| Data Warehouse| Informatica| Shell Scripting,Targetbase,,16,3,5,TX,
ETL Data Analyst,Microsoft SQL Server| Scripting| Marketing| Oracle| SQL| Teradata| Email Marketing| Data Warehouse| Informatica| Shell Scripting,Targetbase,,16,3,6,TX,
Healthcare Data Analyst,Microsoft Powerpoint| Crystal Reports,Edward-Elmhurst Health,Health Care,364,4,5,IL,
Data Analyst,Business Analysis,Allegheny Health Network,Health Care,505,3.599999905,28,PA,
Jr Data Analyst,JavaScript| Data Mining| XML| SAS| SQL| SPSS,"EMA, Inc.",,,,30,MD,
QM Data Analyst,Data Mining| Microsoft SQL Server| Crystal Reports| SQL| Microsoft Office,MJHS,Health Care,187,3.700000048,30,NY,
Data Analyst,Data Analysis| Excel,Aclara,Energy and Utilities,67,2.900000095,27,NY,"Less than 10,000"
Data Analyst,Data Mining| Time Management| Microsoft Powerpoint| Hadoop| R| Statisical Analysis| SAS| SQL| Microsoft Office| Big Data| Python,AllianceData,Banks and Financial Services,988,3.799999952,30,GA,"Less than 10,000"
"Data Analyst-Washington, DC",,CACI,Consulting and Business Services,1435,3.900000095,30,DC,"10,000+"
"Analyst, Data & Analysis (Social Analytics)",Data Mining| Microsoft Powerpoint| Microsoft Office,DigitasLBi,,155,3.799999952,30,NY,
Data Analyst II,Data Analysis| SQL| Microsoft Access,Centene,InsuranceHealth Care,1134,3.299999952,29,MO,"Less than 10,000"
Marketing Data Analyst,Power BI| Marketing| SQL| Microsoft Office| Tableau,Boyne Resorts,,,,13,MI,
Data Analyst (Energy),Microsoft SQL Server| Excel| SQL,Penn State University,Education and Schools,732,4.400000095,30,PA,"Less than 10,000"
Data Analyst Coordinator (CompuMark) (Watch),Microsoft Office| SharePoint| Leadership Experience,Clarivate Analytics,,32,3.599999905,20,MA,"Less than 10,000"
Data Analyst,,US Software & Consulting,,,,22,VA,
Senior Data Analyst,Microsoft Powerpoint| SQL,Encompass Community Services,,13,3.200000048,30,CA,
"Data Analyst, Consultant",Microsoft Powerpoint| Microsoft Access,Fiserv,Banks and Financial Services,1666,3.5,6,WI,
Data Analyst,R| Python| SQL| Tableau,Everything But The House (EBTH),,16,2.299999952,27,OH,
Omni Channel Data Analyst,Business Intelligence| SQL,Tractor Supply Company,Retail,2380,3.599999905,30,TN,"10,000+"
Data Analyst (Junior),Microsoft Powerpoint| Microsoft Word| Visio,Arc Aspicio,Consulting and Business Services,12,3.299999952,30,DC,"Less than 10,000"
Healthcare Data Analyst,Excel,Alnylam,,14,4.599999905,30,MA,
Data Analyst,Excel| SQL| Microsoft Access| Data Analysis,HCSC,Health Care,1472,3.900000095,30,IL,
Data Analyst IV,Data Analysis| Excel| SQL| Microsoft Office| Microsoft Access,Centene,InsuranceHealth Care,1134,3.299999952,19,IA,"Less than 10,000"
Data Analyst (Voice Activated Software),Java| Analysis Skills| Python| C/C++| SQL| Excel,Team Red Dog,,,,7,WA,
"Marketing Specialist, Data Analyst",Performance Marketing| Customer Segmentation| Excel| SPSS| Multichannel Marketing| Microsoft Powerpoint| Marketing| Microsoft Office| Tableau,Orange County Transportation Authority,Transport and Freight,31,4.199999809,6,CA,
Marketing Data Analyst,Business Intelligence| Microsoft Powerpoint| Marketing Automation| Marketing| Omniture| SQL| Tableau| Marketo| Visio| Doubleclick| Multichannel Marketing,Rauxa,,12,3.5,12,NY,
Data Analyst II,Data Warehouse| Data Analysis| SQL| Microsoft Access,Centene,InsuranceHealth Care,1134,3.299999952,30,CA,"Less than 10,000"
Marketing Data Analyst,Database Marketing| Marketing Automation| SQL| Microsoft Office| Tableau,Direct Resources Group,,,,14,WA,
"Analyst, Data Analytics",Microsoft Powerpoint| Python| SQL| Excel,"CMI Media and Compas, Inc.",Consulting and Business Services,7,3.599999905,30,PA,"Less than 10,000"
Data Analyst,,DXC,Internet and Software,1642,3.299999952,30,NV,
Supply Chain Data Analyst,Analysis Skills| Microsoft Office,Johnson Matthey,,201,3.400000095,12,NJ,"10,000+"
Data Analyst,Data Analysis| R| SAS,General Dynamics Information Technology,Aerospace and Defense,4573,3.799999952,30,AR,"10,000+"
Sr. Administrative partner/JR Data Analyst,Microsoft Powerpoint| Data Analysis| Excel,Vivo,,1907,4.300000191,30,CA,
Healthcare Data Analyst,Microsoft SQL Server| Microsoft Powerpoint| Crystal Reports| Excel| SQL| Tableau| Microsoft Access,Emerson Hospital,Health Care,87,3.900000095,5,MA,
Quality Incentive Programs Data Analyst,Data Mining| Microsoft Powerpoint| Project Management| Microsoft Office| SQL| Excel,Healdsburg District Hospital,Health Care,32,3.200000048,18,CA,
Data Analyst,Java| Microsoft SQL Server| Microsoft Powerpoint| Visual Basic| SAS| Python| SQL| Microsoft Office| HTML5,Dime Community Bank,Banks and Financial Services,7,2.599999905,30,NY,
Data Analyst,Visual Basic| Microsoft Office| SQL,CIBC,Banks and Financial Services,2309,3.900000095,30,IL,"10,000+"
Associate IT Data Analyst,T-SQL| Microsoft SQL Server| QlikView| Oracle| SQL| Tableau,Dassault Falcon Jet,,134,3.900000095,8,AR,
Data Analyst,Java| STATA| R,Emmis Communications,,57,4.199999809,29,IN,
"Data Analyst, Marketing",Marketing Automation| Marketing| Digital Marketing| Microsoft Office,Logic20/20,Consulting and Business Services,8,3.599999905,6,WA,"Less than 10,000"
"Data Analyst, Marketing",Marketing Automation| Marketing| Digital Marketing| Microsoft Office,Logic20/20,Consulting and Business Services,8,3.599999905,6,WA,"Less than 10,000"
Business Data Analyst,Project Management| Excel,CORKCICLE.,,,,30,FL,
Data Analyst,JavaScript| R| SQL| HTML5| Tableau| CSS,Virginia Jobs,Government,150,3.799999952,5,VA,
Data Analyst,Business Intelligence| Data Mining| R| SAS| Oracle| SQL| Tableau| Microsoft Access| Alteryx| Data Warehouse| SPSS| Python,McGraw-Hill Education,Education and Schools,237,3.900000095,30,OH,"Less than 10,000"
